"frame","gold","ratio","new_item","hero","spelldamage","physicaldamage","xpos","ypos","xp","buildingdamage","lanelh","nuetrallh","ancientlh","stacks","roshan","smokes","smoketime","deathtime","deathes","biuldingkills","kills","assists","denies","healing","mods","stun","obs","sents","casts","side","winner"
-73.42482999999999,0.0,0.0,"",hero_phoenix,0.0,0.0,92.0,84.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-72.42462,0.0,0.0,"",hero_phoenix,0.0,0.0,94.0,84.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-71.42441,0.0,0.0,"",hero_phoenix,0.0,0.0,96.0,84.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-70.42419000000001,0.0,0.0,"",hero_phoenix,0.0,0.0,96.0,86.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-69.42398,0.0,0.0,"",hero_phoenix,0.0,0.0,96.0,86.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-68.42375999999999,0.0,0.0,"",hero_phoenix,0.0,0.0,96.0,86.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-67.42356000000001,0.0,0.0,"",hero_phoenix,0.0,0.0,96.0,86.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-66.42334,0.0,0.0,"",hero_phoenix,0.0,0.0,96.0,88.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-65.42312999999999,0.0,0.0,"",hero_phoenix,0.0,0.0,96.0,92.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-64.42291,0.0,0.0,"",hero_phoenix,0.0,0.0,94.0,94.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-63.42269999999999,0.0,0.0,"",hero_phoenix,0.0,0.0,94.0,94.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-62.42248000000001,0.0,0.0,"",hero_phoenix,0.0,0.0,94.0,92.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-61.42227,0.0,0.0,"",hero_phoenix,0.0,0.0,94.0,92.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-60.42205999999999,0.0,0.0,"",hero_phoenix,0.0,0.0,94.0,92.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-59.42184,0.0,0.0,"",hero_phoenix,0.0,0.0,96.0,92.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-58.42162999999999,0.0,0.0,"",hero_phoenix,0.0,0.0,96.0,90.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-57.42141999999998,0.0,0.0,"",hero_phoenix,0.0,0.0,96.0,90.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-56.4212,0.0,0.0,"",hero_phoenix,0.0,0.0,94.0,90.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-55.42098999999999,0.0,0.0,"",hero_phoenix,0.0,0.0,94.0,88.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-54.42078000000001,0.0,0.0,"",hero_phoenix,0.0,0.0,96.0,86.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-53.420559999999995,0.0,0.0,"",hero_phoenix,0.0,0.0,98.0,84.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-52.420529999999985,0.0,0.0,"",hero_phoenix,0.0,0.0,98.0,82.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-51.42077999999998,0.0,0.0,"",hero_phoenix,0.0,0.0,100.0,82.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-50.42102,0.0,0.0,"",hero_phoenix,0.0,0.0,104.0,82.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-49.42126000000002,0.0,0.0,"",hero_phoenix,0.0,0.0,106.0,82.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-48.42151000000001,0.0,0.0,"",hero_phoenix,0.0,0.0,108.0,82.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-47.421760000000006,0.0,0.0,"",hero_phoenix,0.0,0.0,110.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-46.422000000000025,0.0,0.0,"",hero_phoenix,0.0,0.0,112.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-45.42223999999999,0.0,0.0,"",hero_phoenix,0.0,0.0,116.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-44.42248000000001,0.0,0.0,"",hero_phoenix,0.0,0.0,118.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-43.42273,0.0,0.0,"",hero_phoenix,0.0,0.0,120.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-42.42295999999999,0.0,0.0,"",hero_phoenix,0.0,0.0,122.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-41.423220000000015,0.0,0.0,"",hero_phoenix,0.0,0.0,124.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-40.42345999999998,0.0,0.0,"",hero_phoenix,0.0,0.0,126.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-39.42370999999997,0.0,0.0,"",hero_phoenix,0.0,0.0,128.0,82.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-38.42396000000002,0.0,0.0,"",hero_phoenix,0.0,0.0,130.0,84.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-37.42419000000001,0.0,0.0,"",hero_phoenix,0.0,0.0,132.0,86.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-36.424440000000004,0.0,0.0,"",hero_phoenix,0.0,0.0,134.0,88.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-35.42468000000002,0.0,0.0,"",hero_phoenix,0.0,0.0,134.0,90.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-34.42493000000002,0.0,0.0,"",hero_phoenix,0.0,0.0,136.0,92.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-33.425160000000005,0.0,0.0,"",hero_phoenix,0.0,0.0,138.0,92.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-32.42541,0.0,0.0,"",hero_phoenix,0.0,0.0,140.0,94.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-31.425659999999993,0.0,0.0,"",hero_phoenix,0.0,0.0,140.0,94.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-30.425900000000013,0.0,0.0,"",hero_phoenix,0.0,0.0,140.0,96.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-29.42615999999998,0.0,0.0,"",hero_phoenix,0.0,0.0,142.0,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-28.42638999999997,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-27.42662999999999,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-26.426879999999983,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-25.427120000000002,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-24.42736000000002,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-23.427610000000016,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-22.42786000000001,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-21.428099999999972,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-20.42833999999999,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-19.428589999999986,0.0,0.0,"",hero_phoenix,0.0,0.0,142.0,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-18.428830000000005,0.0,0.0,"",hero_phoenix,0.0,0.0,142.0,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-17.42908,0.0,0.0,"",hero_phoenix,0.0,0.0,142.0,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-16.42932000000002,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-15.42955999999998,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-14.429809999999975,0.0,0.0,"",hero_phoenix,0.0,0.0,142.0,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-13.430060000000026,0.0,0.0,"",hero_phoenix,0.0,0.0,142.0,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-12.430299999999988,0.0,0.0,"",hero_phoenix,0.0,0.0,142.0,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-11.430540000000008,0.0,0.0,"",hero_phoenix,0.0,0.0,142.0,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-10.430790000000002,0.0,0.0,"",hero_phoenix,0.0,0.0,142.0,98.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-9.431030000000021,0.0,0.0,"",hero_phoenix,0.0,0.0,142.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-8.431260000000009,0.0,0.0,"",hero_phoenix,0.0,0.0,142.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-7.431519999999978,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-6.431759999999997,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-5.432009999999991,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-4.432259999999985,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-3.432489999999973,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-2.432740000000024,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-1.4329799999999864,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
-0.43322999999998046,0.0,0.0,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
0.566539999999975,1.0,0.009523809523809525,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
1.5662899999999809,3.0,0.02608695652173913,"",hero_phoenix,0.0,0.0,144.0,102.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
2.5660399999999868,4.0,0.03333333333333333,"",hero_phoenix,0.0,0.0,144.0,102.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
3.5658000000000243,6.0,0.046153846153846156,"",hero_phoenix,0.0,0.0,144.0,100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
4.565539999999999,7.0,0.05185185185185185,"",hero_phoenix,0.0,0.0,144.0,96.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
5.565310000000011,9.0,0.06206896551724138,"",hero_phoenix,0.0,0.0,144.0,94.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
6.565060000000017,10.0,0.06666666666666667,"",hero_phoenix,0.0,0.0,144.0,92.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
7.564819999999997,12.0,0.075,"",hero_phoenix,0.0,0.0,146.0,90.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
8.564579999999978,13.0,0.07878787878787878,"",hero_phoenix,0.0,0.0,146.0,88.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
9.564340000000016,15.0,0.08571428571428572,"",hero_phoenix,0.0,0.0,148.0,86.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
10.564090000000022,17.0,0.0918918918918919,"",hero_phoenix,0.0,0.0,150.0,86.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
11.563840000000027,18.0,0.09473684210526316,"",hero_phoenix,0.0,0.0,152.0,84.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
12.563600000000008,20.0,0.1,"",hero_phoenix,0.0,0.0,152.0,82.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
13.563359999999989,21.0,0.1024390243902439,"",hero_phoenix,0.0,0.0,154.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
14.563109999999995,23.0,0.10697674418604651,"",hero_phoenix,0.0,0.0,154.0,78.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
15.562869999999975,24.0,0.10909090909090909,"",hero_phoenix,0.0,0.0,152.0,78.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
16.56261999999998,26.0,0.11304347826086956,"",hero_phoenix,0.0,0.0,154.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
17.56238000000002,27.0,0.1148936170212766,"",hero_phoenix,0.0,0.0,156.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
18.56214,29.0,0.11836734693877551,"",hero_phoenix,0.0,0.0,156.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
19.561890000000005,30.0,0.12,"",hero_phoenix,0.0,0.0,158.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
20.56164000000001,32.0,0.12307692307692308,"",hero_phoenix,0.0,0.0,158.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
21.561399999999992,33.0,0.12452830188679245,"",hero_phoenix,0.0,0.0,160.0,82.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
22.56116000000003,35.0,0.12727272727272726,"",hero_phoenix,0.0,0.0,162.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
23.56090999999998,36.0,0.12857142857142856,"",hero_phoenix,0.0,0.0,162.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
24.560670000000016,38.0,0.1310344827586207,"",hero_phoenix,0.0,0.0,164.0,80.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
25.56044000000003,39.0,0.13220338983050847,"",hero_phoenix,0.0,0.0,166.0,82.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
26.560180000000003,41.0,0.13442622950819672,"",hero_phoenix,0.0,0.0,168.0,82.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
27.559939999999983,42.0,0.13548387096774195,"",hero_phoenix,0.0,0.0,172.0,82.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
28.55968999999999,44.0,0.1375,"",hero_phoenix,0.0,0.0,174.0,82.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
29.559439999999995,45.0,0.13846153846153847,"",hero_phoenix,0.0,0.0,174.0,84.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
30.559199999999976,47.0,0.14029850746268657,"",hero_phoenix,0.0,0.0,176.0,86.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
31.558960000000013,48.0,0.1411764705882353,"",hero_phoenix,0.0,0.0,176.0,88.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
32.558719999999994,50.0,0.14285714285714285,"",hero_phoenix,0.0,0.0,176.0,86.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
33.55847,51.0,0.14366197183098592,"",hero_phoenix,0.0,0.0,176.0,84.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
34.55824000000001,53.0,0.14520547945205478,"",hero_phoenix,0.0,0.0,178.0,84.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
35.557979999999986,54.0,0.14594594594594595,"",hero_phoenix,0.0,0.0,178.0,88.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
36.557740000000024,56.0,0.13526570048309178,"",hero_phoenix,0.0,0.0,180.0,88.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
37.557500000000005,57.0,0.1360381861575179,"",hero_phoenix,0.0,0.0,180.0,88.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
38.55723999999998,59.0,0.13752913752913754,"",hero_phoenix,0.0,0.0,180.0,90.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
39.55700999999999,60.0,0.1382488479262673,"",hero_phoenix,0.0,0.0,178.0,90.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
40.55676,62.0,0.13963963963963963,"",hero_phoenix,0.0,0.0,178.0,90.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
41.55651999999998,63.0,0.12989690721649486,"",hero_phoenix,0.0,0.0,178.0,90.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,radiant,radiant
